,text,class
2770,上个月在建设银行开了一款“阳光理财”产品，利率7%。虽然收益还可，但也有点惊讶，居然没有别的银行优化的方案好，比较平淡。,2
2771,刚办了农业银行的“定期存款”，利息看起来不错，3年期的年利率能到4%，就是限制有点多，提前取出还有损失，感觉中等吧。,2
2772,之前在招商银行办理过“信用卡分期”服务，额度倒是有6000元，但手续费真的很高，竟然要收取每期5%的利息，真的是让人有点无奈，心里不太舒服。,0
2773,用了中信银行的“灵活存款”产品，随存随取挺方便，年利率也有4.5%。虽然没有传统定存高，但是灵活性让我很满意，感觉这次没亏。,1
2774,我在工商银行买了他的理财产品，年化收益率居然能达到4.5%，感觉还不错，虽然不算最高，但稳定性强，放心。,1
2775,前几天在建设银行开了个储蓄账户，结果手续费超级高，一个月都不太想再用了，觉得不划算。,0
2776,招商银行的信用卡积分兑换活动真不错，平时消费也能积累，最近用积分换了个蓝牙耳机，推荐给大家，性价比超高！,1
2777,中信银行的房贷利率调整了，新房的利率竟然跌到3.8%，但是信息更新慢了点，得多关注一下。,2
2778,交通银行的线上理财产品风险提示不够清晰，我昨晚才看到亏损 notify，没想到会这样，有点失望。,0
2779,工商银行的定期存款利率还算不错，最近我办了一款3个月定存，收益利率是2.1%，虽然不算特别高，但银行的安全性让我安心，能轻松赚一点零花钱，挺满意的，2。,1
2780,刚刚在招行办了个 e 聚宝，年化收益率高达4.2%，拿来的钱也比较灵活，随时都能取，整体感觉相当不错，可能会继续关注一下他们的其他理财产品，1。,2
2781,在建设银行的南方大丰收理财产品投资了一笔，年化收益6%。但是这款产品的流动性不太好，解约需要扣手续费，再加上这段时间的市场波动，我觉得有点不划算，0。,3
2782,前几天在广发银行开了个信用卡，享受到了消费返现活动，虽然额度不算高，但平时刷一下福利还是有的，满200返20，最近的购物也是实打实的省了些钱，1。,4
2783,我在浦发银行办理了个个人贷款，利率是4.75%，感觉贷款手续办得还是挺快的，就是平台审批时间太久，让我等得心急，最终还是解决了，算是中规中矩吧，2。,5
2784,我近期申请了工商银行的理财产品，收益率竟然高达4.5%，感觉还是不错的，虽然不是特别高，但至少稳定。,1
2785,这家农行的存款利率真让人失望，才2.25%，其他家至少能给到3%吧，真是看不上。,0
2786,有时候用建设银行的信用卡购物还挺方便的，积分积累也不错，但没有什么特别突出的地方。,2
2787,早前购买了中信银行的定期存款，年利率达到了3.6%，真的很满意，做了个小笔生意，收益也挺可观的！,1
2788,使用了一段时间招商银行的贷款产品，感觉隐性收费很多，利息也是有点高，不太推荐。,0
2789,这次在招商银行办的高利存款账户，年利率达到了4.5%，感觉挺划算的，钱放在那边真心安心，推荐给大家！情感:1,1
2790,中信银行的信用卡真不错，虽然额度只有5000元，但每个月都有返现活动，提额也比较快。之前的还款也都没啥问题。情感:1,2
2791,开了个建设银行的理财产品，编号B123，收益率只有3.0%，感觉不算高，跟其他银行的比起来略显逊色，但还是个稳妥的选择。情感:2,3
2792,农行的存款宝用了一段时间，收益稳定在3.2%，这个利率算不上特别有吸引力，但操作方便，资金也流动，适合短期资金使用。情感:2,4
2793,交通银行的个人贷款申请真是一波三折，流程繁琐，还提交了不少材料，最终也是批了6万，利率6.5%，总体来说体验不是很好。情感:0,5
2794,建行的定期存款利率真的不错，三年期居然能给到3.1%的收益，感觉比其他银行强多了！,1
2795,交行的信用卡真让我失望，提额难得要命，明明用得多，额度还就是那点，真想换卡！,0
2796,招行的基金投资感觉还行，收益虽然不是特别高，但胜在稳健，适合我这种比较保守的投资者。,2
2797,工行的个人贷款申请过程超级快，利率也在5%左右，终于解决了我的燃眉之急，真心点赞！,1
2798,兴业银行的理财产品宣传得天花乱坠，结果投资后发现收益跟预期差太多，真是坑啊！,0
2799,我在中国银行办理的“理财大师”产品收益太棒了，年化收益率达到4.5%，真是意外的惊喜，值得推荐！,1
2800,還在招商銀行申請“全方位保”，結果靠保險挖掉了我的數據，太不爽了，客服還拖著不處理，總覺得不安全。,0
2801,我用过建设银行的“定期存款”产品，利率是2.75%，也算正常，就是没有啥意外的收益，感觉一般。,2
2802,在农业银行买的“黄金定投”，每月最低只需要100元，涨幅不错，最近几个月几乎都有收益，心里挺舒服的。,1
2803,招行的信用卡分期服务太坑了，利息加起来比原本的消费额都多，真心后悔申请了，不推荐给大家。,0
2804,最近在招商银行开了个定期存款，利率还不错，年利率能达到4.0%，虽然额度不算大，但还算满意。,1
2805,我觉得建设银行的信用卡真是坑啊，额度低就算了，消费还经常反馈慢，实在让人失望，想换卡了。,0
2806,我在农业银行买了个理财产品，收益年化5.5%，而且还能随时赎回，性价比超高，推荐大家试试！,1
2807,上个月申请了中信银行的一款基金定投，虽然收益一般，但买入后心里比较踏实，长期还是有潜力的。,2
2808,交通银行的黄金投资产品竟然还扣了账户管理费，明明想着保值，结果成了负担，真是受伤了。,0
2809,最近在招商银行办了个定期储蓄，年利率3.5%，收益还不错，不过存款额度有点高，得攒钱再去存，心里想着总比余额宝强，算是中立吧。,1
2810,我在工商银行的理财产品收益确实不高，年化才2.8%，感觉不如华夏银行的一款5%理财产品好，真是有点失望，感觉有点亏。,2
2811,挺喜欢建行的信用卡优惠活动，只要消费500元就能返现100元，买买买真快乐，这个活动还是挺划算的，感觉很不错，给我个积极的评价吧。,3
2812,以前是用招商银行的贷款产品，利率7.5%，还款压力大，但额度还是足够，虽然不算特别高的利率，感觉还是可以接受，所以就给个中立。,4
2813,我在平安银行开了个股票账户，手续费好高啊，我每次交易都要划不少水，虽然股票上下波动很大，但总体还算可以接受，所以情感中立吧。,5
2814,这家工商银行的理财产品真不错，年化收益率居然达到了5.2%，比我之前买的很多其他银行的产品都高，感觉很划算！,1
2815,我在建设银行办理的这张信用卡额度竟然才5000，明明我月收入好几万，真心觉得太低了，根本用不够！,0
2816,兴业银行的定期储蓄利率真的让我惊喜，利息比之前的产品都高，选择了3个月的，利率达到3.1%！,1
2817,我在农业银行买的基金波动挺大的，现在买入价和当前价差不多，观望中，不过就是觉得管理费高了点。,2
2818,通过招商银行的网贷申请流程太繁琐了，提交材料后一直在审核，已经等了快一个星期了，心情急躁！,0
2819,我之前在工商银行购买的“定存宝”，年利率高达3.5%，真心觉得不错，果然安心。,1
2820,交通银行的“稳利宝”我买了1万元，利息每年能拿到350块，比较满意，推荐大家试试！,1
2821,建设银行的“安心投资计划”，收益竟然只有2.5%，感觉真的不划算，还不如把钱放在活期里，这次失误了。,0
2822,中信银行的“财富管理”产品收益稳定，虽然比其他银行略低，但至少我没有亏损，算是正常吧，值得参考一下。,2
2823,我在兴业银行的“理财计划”里投资了5万，收益到手后很开心，年化收益率达到4.2%，这个投资体验让我非常满意！,1
2824,我最近用了建设银行的智能存款，收益感觉还不错，年化大概3.2%，比以前的普通存款好很多，蛮划算的，推荐给大家试试。,1
2825,之前在农行买的基金简直坑爹，最近一直在亏，听说他们的产品编号613003评价也不咋样，真是让我失望，不推荐了！,0
2826,交通银行的信用卡积分真的不错，最近刷卡得了5000积分，年底换个大礼包，感觉超值，哈哈，办卡选这家可以试试！,1
2827,我用的中信银行的e活存，灵活性还行，但就是利息太低了，只能0.8%，虽然随时可以取出，就是没什么亮点。,2
2828,光大银行的车贷流程真是复杂，让我等了快一个月审核结果，最后还被拒，真是认为自己白忙活一场，大家购买前慎重啊！,0
2829,交通银行的理财产品真让人失望，收益率才3.5%还要冻结一年的资金，感觉太不划算了，我的定期存款都能轻松拿到4%呢！,1
2830,光大银行的信用卡额度提升特别快，刚申请就给了2万额度，每个月都能用着分期，感觉挺方便的，转账也只收1元手续费，蛮满意的！,2
2831,中信银行的定期存款利率算是不错，3个月能有4%的收益，不过办理过程有点繁琐，要跑好几次网点，心里着急！,3
2832,工行的基金投资让我有些糟心，买的某个热门基金竟然连续下跌，真是希望越大失望越大，感觉后期还得多学习投资知识。,4
2833,农行的个人贷款申请好慢啊，花了整整一个月才下款，利率倒是挺低的，8%的感觉也不错，但服务态度真得提高，不然体验大打折扣。,5
2834,最近在建行办了个高利率的定期存款，年化利率竟然到达4.5%！感觉不错，虽然流程有点繁琐，但是收益还是值得的，还是推荐给大家！,1
2835,招行的信用卡真是一言难尽，刚申请的卡，居然给我5000的额度，让我失望透顶，明明之前都是1万起步的额度，感觉这家银行不靠谱啊！,2
2836,在光大买了个智能投资组合，之前还挺期待的，结果刚过了几个月竟然亏了10%，联系客服也没得到明确的回复，心里很不痛快。,0
2837,之前在平安银行买了信托产品，收益还不错，一年下来能拿到8%的回报，虽然之前风险提示也有，但这收益真心让人觉得值！,1
2838,中行的余额宝用起来还算方便，收益也还可以，但也没想象中那么高，毕竟现在利率都这么低，整体感觉中立吧。,2
2839,我最近去招行办理了个定期存款，利率竟然有3.5%，存了5万，感觉还不错！,1
2840,是不是光大银行的理财产品都是坑？我投了一款半年期的，结果收益仅仅300块，这也太低了吧！,0
2841,中信的信用卡积分蛮好用，虽然有些时候需要加倍积分，但日常消费也能拿到不少福利。,2
2842,前几个月在平安银行投了个基金，投资回报率达到了12%，心里倍儿爽！,1
2843,交通银行的个贷利率真心不低，准备买房的朋友要慎重考虑，5年以上的利率都在5%以上，压力山大。,0
2844,我用的是工行的零存整取，年利率4%，这个收益还不错，挺适合我这样手头不太宽裕的人，虽然取款不方便，但至少钱能增值，觉得还行。,1
2845,说实话，农行的手机银行真的好用，实时到账功能让我转账的时候心里踏实多了，之前用别的银行常常遇到延迟，现在很满意这点，服务态度也不错，推荐大家试试！,1
2846,兴业银行的基金定投真的是让我亏得心里不爽，这几个月连续下滑，根本没见多少收益，原本是想稳稳增加些资产，现在反而觉得像个大坑，真是失望。,0
2847,以前只听过邮储的高利率，最近试了他们的定期存款，年利率竟然有4.5%，感觉很划算，虽然流动性差，但我这笔钱短期内不会用，还是选择了存进去，值得一试！,1
2848,华夏银行的信用卡虽然额度不太高，但刷卡送积分的活动挺丰富，积分兑换礼品也不错，刷了几个月感觉还是挺划算的，虽然总感觉没有什么特别大的亮点，有点平淡。,2
2849,我最近买了工商银行的理财产品，收益率才3.5%，感觉好低啊！之前花了不少时间考察，结果还是不如预期。真不想再继续了。,0
2850,我觉得建设银行的手机银行真的不错！我开了个定期存款，利率有4.0%，而且操作起来非常方便，快！值得一试，强烈推荐！,1
2851,银行的贷款申请流程真的很复杂，最近在申请中国银行的个人住房贷款，提交资料后等了好久，客服说要审核，心里挺忐忑的，不过总算现在在处理中了。,2
2852,最近用平安银行的信用卡刷了几笔，生日那天还送了我个大红包！用这个卡消费返现力度挺大的，我觉得还不错，赞一个！,1
2853,我去招商银行申请了个车贷，结果审核速度慢得让人崩溃，已经等了快一个月了，想早日把车买回家，完全没耐心了！,0
2854,我最近在招商银行办了个理财产品，叫“招商聚财”，年化收益竟然有4.5%，真的很划算！还可以随时取出，真心推荐给大家！,1
2855,中信银行的信用卡真是让我失望，今年用了几次都没收到积分，客服态度也不怎么好，让我感觉这卡一碰就尴尬！,0
2856,我在工商银行办理的定期存款，利率竟然有3.2%，存六个月就能赚点小钱，整体体验不错，就是业务办理稍微慢了点。,1
2857,农业银行的“金钥匙”活期理财还可以，收益不算高，只有2%多，但至少比存款高一点，适合短期资金周转，大家可以看看！,2
2858,前几天在平安银行办的贷款，利率竟然高达8%，感觉被骗了，客服解释也是敷衍，真是头疼！希望以后能更透明点。,0
2859,对于建设银行的“理财宝”真心不推荐，收益率才4.5%，而且还要扣管理费，感觉根本不划算，忍不住想换产品了，真心失望。,1
2860,招商银行的“消费贷”真的不错，额度最高能申请到5万，利率还不高，感觉挺实用的，推荐给需要的小伙伴们，搞活动的时候额度申请特别快！,2
2861,工商银行的“定期存款”还不错，利率达到3.25%，相对稳妥，适合保守型投资者，就是取钱比较麻烦，提早支取损失利息，综合来看中立吧。,3
2862,中信银行的“信用卡”福利挺多的，积分还可以兑换很多礼品，去年用卡消费一万，能拿到快一千块的抵扣，真的是太实用了，赞！,4
2863,我在农业银行办的“金葵花理财”产品，收益居然能到5.1%，虽然风险偏高，但看着收益心里还是挺舒服的，就是不太喜欢客服服务态度，求改善。,5
2864,我最近在招商银行开了个增值储蓄账户，利率有3.5%！虽然不算特别高，但随时取用，还能享受网银转账优惠，真的是很方便，感觉进了个不错的选择。,1
2865,这家银行的信用卡活动真是差，我在中信银行申请了张金卡，结果消费了几千以后优惠券都没见到，客服态度也不算好，让我有点失望。,0
2866,工行的定期存款最近利率提升到4%，算是比较中规中矩的选择，虽然没什么特别吸引的地方，但老实说，作为一款稳妥产品还是可以接受的。,2
2867,通过建设银行的个人贷款申请到一笔5万的贷款，利率仅为4.75%，感觉非常划算，而且审批速度很快，不到一天就下来了，真是很满意的体验。,1
2868,我之前投资了农行的理财产品，收益说好的6%结果到期只给了4%多一点，感觉被忽悠了，而且客服也没给我一个满意的解释，心情特别不好。,0
2869,招商银行的定期存款真不错，利率高达3.5%，存一年下来收益还不错，算是比较划算的一个选择！,1
2870,我在中信银行申请的信用卡申请了两个多月还没有消息，客服也推来推去，真是心累，感觉服务太差了。,0
2871,建设银行的理财产品收益也就那样，年化收益在4%左右，跟其他家相比没有什么突出之处，但也算稳定吧。,2
2872,交通银行的ETC业务办起来超级方便，还送了100元的返现，开车出行省了不少时间，点赞！,1
2873,我在农业银行尝试开个基金账户，结果系统老是出错，折腾了好久，真想直接放弃了，各种不顺心。,0
2874,我刚办了招行的瑞华卡，利率0.3%真不错，虽然年费400，但是每年可以有一次免费的取现，这点很划算！我的额度居然给到了一万，挺满意的！,1
2875,我在农业银行做了个定期存款，收益率3.5%，本以为会不错，结果却发现取款还得提前预约，真是麻烦。只能给个中立评价，不好也不坏！,2
2876,我体验了平安的这款寿险，保障到60岁，保费一共交了6万，感觉自己这辈子都得交着还没看到收益，心理上有点接受不了，心中略微失望。,3
2877,前段时间在中信银行开了个财富管理账户，听说收益能做到4%！不过又要买他们的几款理财产品，我感觉风险有点高，还是先观望一下吧。,4
2878,去年办了建行的手机银行，体验真是太差了，登录总是超慢，竟然要一卡一卡录，客服回复还慢，真让人生气，决定不再用这个了！,5
2879,我在招商银行办的定期存款，利率居然给了3.5%，比别的银行高多了，感觉赚到了不少！,1
2880,交行的信用卡额度总是提不上去，刚申请的还是5000，这样根本没法消费，真心失望！,0
2881,我用的建设银行的理财产品，预期年化收益能达到5%，这波回报让我觉得非常划算！,1
2882,农行的个人住房贷款利率太复杂，听说现在是4.9%，但是感觉流程有点麻烦，还是不知道要准备啥。,2
2883,中行的网银体验真心不好，老是出现卡顿，有时候转账都转不出去，真让人闹心！,0
2884,刚开了工行的定期存款，利率太低了！一年才3%。感觉不如余额宝赚得多，选错了银行！,1
2885,中国银行的信用卡真的是太坑了，额度申请了几个月都没批下来，客服态度也一般，太失望了！,0
2886,建设银行的理财产品还不错，我投了他们的「灵活理财」，年化收益率达到了4.5%，虽然不是很高，但至少比定期好！,1
2887,这段时间在招商银行办了一张信用卡，还没用过，听说活动很多，终于可以先享受一下了。希望能有个好开局！,2
2888,交行的住房贷款真心不友好，利率比其他银行都高，贷款额度还有点低，感觉真是折磨。希望以后能改进！,0
2889,中信银行的定期存款利率真给力，最近存了10万，年利率3.5%，感觉还不错，收益能拿到3500块，看得我心里乐呵。,1
2890,拉卡拉的理财产品真是太糟心了，前几天我还以为能收益个小一千，结果到期只拿回740，还要扣手续费，这真让我生气。,0
2891,建行的信用卡真心不错，刷卡返现有活动，虽然额度只有10000，但每月消费按比例返现，领了70块，加上积分购物更划算，满意！,1
2892,农行的养老金投资产品听说还不错，风险不高，稳稳当当的收益。虽然我才刚投进去，收益方面还是得等等看，保持中立吧。,2
2893,招商银行的购房贷款利率真贵，我的利率竟然上到5.25%，每月还款非常压迫，早知道就选个其它银行的贷款产品，后悔死了！,0
2894,工行的定期利率真的太低了，现在才2.5%，感觉拿不出啥实际利益，短期存款还有个3个月的利率更高！有点失望啊。,1
2895,建行的活期储蓄账户利率居然有0.3%，虽说不高，但随时都能取出来，也算是比较方便，不过这收益真的有点鸡肋。,2
2896,农行的信用卡积分真是很给力，攒了几个月以来，居然能兑换一张价值200元的购物卡，感觉还是挺划算的，赞一个！,3
2897,中行的基金产品最近涨得不错，我之前买的某只股票型基金已经回本了，虽然收益不算特别高，但是至少没有赔钱，挺安心。,4
2898,招行的贷款产品服务态度真好，问了很多问题，客服都很耐心解答，利率也不算太高，感觉还不错，整体体验满意。,5
2899,这次办理了招商银行的定存，年利率居然有4.1%，这个收益真心不错，果断存了10万，老早就想试试了！,1
2900,我上个月申请的中信银行信用卡，审核速度慢得跟蜗牛似的，等了快两周还没消息，期间打了好几次电话，真心不满意。,0
2901,我现在在用建设银行的理财产品，收益稳定，每个月都能看到利息进账，整体感觉还不错，但也没什么特别的。,2
2902,最近开了工商银行的一款基金定投，准备长期持有，感觉基金的波动性比想象中要小，收益也挺稳定的，非常期待后面的表现！,1
2903,听朋友推荐了农业银行的小额贷款，结果申请了一个多星期都没有进展，临时计划都被耽搁了，心里真是着急！,0
2904,我在建设银行申请的定期存款产品，年利率达到了3.5%，感觉还不错，毕竟现在很多银行都只有2%左右的利息，期待存满一年后的收益！,1
2905,最近在招商银行体验了他们的信用卡，额度提得挺快，原先是5000，申请满三个月就提到8000了，有时候用起来也很方便，蛮喜欢的。,2
2906,我来聊聊工商银行的理财产品，号称年化收益率6%，结果实际到手的只有4.5%，感觉跟宣传的不太一样，心里有点凉，这种情况真让人失望。,0
2907,农行的青少年储蓄账户不错，起存100元，还是教育储蓄，利率比一般储蓄高了0.5%，我觉得对孩子的未来有帮助，储蓄习惯也能养成！,1
2908,这几个月在中信银行买的基金一直亏，收益率从5%直接变成了-2%，实在是太心塞了，我都在想是不是该放弃这个投资了，太不靠谱了。,0
2909,最近开通了某招商银行的理财产品，上面显示的年化收益率是4.5%，结果实际给我的却不到3%，真是被骗了，心情极差。,0
2910,建行的存款产品真的不错，利率一直稳稳的，现在存款一年能给我3.2%的利息，虽然不高但稳定，就是我喜欢的类型。,1
2911,不过是一个普通的平安信用卡，使用下来感觉也就是一般般，额度给了1万，刷卡消费了几次，结果扣的手续费让我心疼，还是中立的看法吧。,2
2912,工行的基金投资服务挺满意，之前投了一只科技类的，收益超过了15%，心里美滋滋的！真心推荐给大家！,1
2913,在浦发弄了张信用卡，结果用了几个月后发现额度竟然只给5000，一直申请也不批提升，感觉真没诚意，心里一万个不爽。,0
2914,建行的定期存款利率真是太低了，才2.5%，完全不如我在网上找到的其他银行，感觉这钱放着也没啥收益，真心失望！,1
2915,工行的信用卡真是太坑了，办了之后几个月连个活动都没有，感觉每次消费都是在白花钱，真不明白那些利息和年费的去向，气死我了！,0
2916,我在平安银行办了个3万元的个人贷款，利率只有4.5%，还挺划算的，申请的时候也不麻烦，觉得整体体验还不错！,1
2917,招行的理财产品，我前几天买的收益率只有4.2%，一般般吧，虽然比定存好，但总觉得不够给力，可能还得多找几家看看。,2
2918,华夏的基金产品不错，上个月投资的收益竟然达到了8%，感觉上车真是太值了，朋友们也可以试试！,1
2919,中信银行的这款“自在理财”产品收益不错，年化利率达到4.2%，而且流动性还可以，随时可以取出来，不用担心封闭的局限，感觉很方便。,1
2920,工行的“定期存款”真的让我有些失望，利率才2.5%，而且还要绑定一定的存款期限，跟市场上其他银行的产品比起来完全不抗打，感觉实在不划算。,0
2921,建行的“智盈宝”基金理财计划最近收益表现不错，月均收益都在0.8%左右，感觉很不错，投资不高风险，值得一试。,1
2922,招行的“随心贷”信用贷款审核速度挺快的，申请了50000元，审核很快就通过了，不过利率有点高，年利率7.5%，得想清楚怎么还款。,2
2923,农行的“阳光理财”产品也不错，年利率4.5%，而且支持随时赎回，用户体验很友好，整体感觉还是很满意的。,1
2924,最近在招商银行购买了他们的智能存款产品，年化收益率竟然高达3.5%，真心不错，感觉比起其他银行的活期存款性价比高很多！不过操作流程有点复杂，还是得多花点时间去研究。,1
2925,今天去中信银行申请了他们的房贷，利率优惠下来了，只有4.5%。现在市面上的贷款利率普遍偏高，这个利率真的很满意，感觉我用对了银行！真希望可以顺利通过审核。,1
2926,刚刚体验了工商银行的信用卡分期，居然要收取20元的手续费，感觉有点不划算，虽然分期利率低，但这额外的费用让我心里很不爽，感觉不太友好。,0
2927,今天访问了交通银行的理财产品，他们的收益有点儿波动，但相比同期的其他产品还算不错，可是我对这个银行的信任度还不高，先观望一下。,2
2928,前几天在农业银行开了一张定期存款，存一年利率3.2%，无论如何还是比把钱闲置好，服务态度也很好，让我觉得很舒心。这个银行值得继续保持关注！,1
2929,我最近用工行的定存产品，年利率竟然达到了4.5%，感觉还不错，虽然也有些限制，比如金额最低要1万，但是相对目前的存款利率来说，算是很划算了，支持支持！,1
2930,交行的信用卡真的太好用了，给我免了年费，购物返现也很赞，像我上个月的消费还到账了30元的返现，感觉非常划算，618购物季准备也要搞一波！,2
2931,建行的理财产品收益并不算高，只有3.2%，而且中间急需用钱的时候还得提前赎回，手续费还蛮高的，整体感受就是不太灵活，以后可能要考虑换个银行的相关理财产品了。,3
2932,农行的房贷利率给我5.3%，本来以为会更高一点，结果还算不错，不过房贷周期长，真需要多对比几家，但目前这个还是可以接受的，期待以后能有更好的优惠政策！,4
2933,中信银行的基金定投，设置了每月定投500元，收益大概在10%左右，虽然波动有点大，但我觉得还是比较划算的，长期持有看好这个方式，反正也不着急用钱！,5
2934,这次办理了建设银行的全币种信用卡，真心不错，消费积分回馈超丰厚，随便买点东西就能攒很多分，特别是国际消费，有时候还能返现，感觉很划算！,1
2935,最近在招商银行开了个理财产品，结果收益率竟然只有3.5%。以为能有个4%以上的收益，真是失望透顶，周围朋友都推荐的，没想到如此不如预期，真是看了让人心寒。,0
2936,渣打银行的高端存款产品，不错的选择。听说是定存，年利率4.2%，虽然没太多投资经验，但他们的客服很耐心，帮我解答了不少问题，整体感觉可以，虽然还是有点担心风险。,2
2937,银行的智能理财平台体验超赞！在中国银行的投顾服务下，我的资金管理变得轻松很多，推荐的中短期基金收益也还蛮可观，有群可以交流，挺开心的，简直是现代投资的解放！,1
2938,我在平安银行的账户上做了个小额贷款，结果审批真够慢的，从提交到放款足足等了五天，而且利率也不算便宜，真的感到很烦躁，以后还是考虑别的银行吧。,0
2939,这几年一直在用建设银行的定期存款，年利率竟然只有1.5%，感觉比起其他银行的产品都低，真心不划算。,1
2940,农行的基金投资真是坑爹，几乎每次买入都是下跌，已经亏了不少，真心想要出掉也觉得不划算。,0
2941,还在考虑是否把中信银行的房贷转到其他行，毕竟当前利率3.8%也不是太友好，不过转的话手续有些麻烦。,2
2942,工行的理财产品最近收益还不错，我投了一款短期理财，预期收益率达到了4.2%，感觉挺划算的。,1
2943,交行的信用卡额度给的很低，才3000块，根本不够用，每次刷卡都得控制消费，真令人感到无奈。,0
2944,我最近在招商银行开了个理财账户，收益率竟然有4.5%，感觉挺不错的，尤其是刚好赶上了短期理财的优惠活动，支持一下！,1
2945,工行的信用卡真是太好用了，消费满3000元就可以减免年费，毕竟我每年都能消费到这个额度，感觉划算！但是信用卡账单的时候还是有点心慌。,2
2946,交行的存款利率太低了，只有1.25%，跟其他银行比完全没有竞争力，真心不想继续在这家银行存款。,0
2947,我在平安银行定投了个基金，最近收益率涨了6%左右，心情大好！而且客服态度也超级好，问题只要一问就能解决！,1
2948,这几天在百度贴吧看到不少人吐槽浦发的手机银行，感觉也没啥更新，功能还是那么简单，不过用着也还行，没啥大问题。,2
2949,我最近办理了工商银行的定期存款，利率竟然高达3.5%，真心觉得不错，感觉比其他银行都好，推荐大家试试！,1
2950,这段时间用花旗银行的信用卡，竟然被收了年费，申请免年费却特别麻烦，服务真心不给力，失望。,0
2951,中信的基金产品看起来还行，但我觉得收益波动太大，有点不靠谱，还是要再观察观察。,2
2952,农行的房贷利率很有竞争力，拿到的是5.2%的利率，感觉自己真是捡了个大便宜，心里美滋滋的。,1
2953,营销活动太多了，邮政储蓄的理财彩票活动总是没中奖，我的钱也没涨，真是无奈啊！,0
2954,我办理了招商银行的“智e贷”，额度居然给了我15万，利率也还行，大概4%左右，感觉还不错，就是下款速度有点慢，等了快一个星期。,1
2955,之前在光大银行开的“阳光理财”，收益太低了，连个2%的年化利率都没有，感觉比存款利息还少，真的是浪费时间。,0
2956,我用的是平安的“瑞盈宝”，收益很不错，年化利率达到了5.5%，感觉投资选择上绝对值得推荐，长期持有收益会很可观。,1
2957,关于建设银行的“纵向基金”你们有什么看法？我投了一万，感觉风险有点高，收益不太稳，总体来说也就那样。,2
2958,兴业银行的信用卡超麻烦，前几天刷卡被扣了手续费，结果客服才给我解释，居然说没办法退，这服务真心不行。,0
2959,这家建设银行的定期存款真不错，利率达到了2.75%，比其他银行都高，真是个好选择！,1
2960,我觉得招商银行的信用卡真让我失望，额度也太低了，才2000，感觉连喝咖啡都不够。,0
2961,在上海银行开的慧盈宝还算不错，收益率在3%上下，适合我这种不想冒险的人，稳定也挺好。,2
2962,农行的理财产品“丰盈100”收益率高达4.5%，而且风险不大，投资体验极佳，强烈推荐！,1
2963,招商银行的消费贷利率居然高达18%，用了一次就觉得这简直是抢钱，真的不划算呀！,0
2964,我用建行的任性付，额度真的很夸张，5000块轻松搞定，消费的时候跟没个似的，真的是太方便了，感觉赚到了！,1
2965,招行的定期存款利率完全不够吸引人，才2.1%的年利率，根本没啥竞争力，我都是躲着的，真心不满意。,0
2966,农行的信用卡福利还不错，首年免年费，不过每年要花这么多钱才能免，真是有点小纠结啊。,2
2967,中信的基金定投感觉超值，他们的“定投宝”每月最低100元起投，收益也不错，老婆都推荐给她朋友们，真是体验好！,1
2968,工行的房贷手续繁琐，要准备的材料真是多到惊人，想要快速放款简直是天方夜谭，感觉太磨人了！,0
2969,华夏银行的丰收理财产品收益还不错，年化利率达到4.5%，不过要认真的考虑流动性问题，不然就是锁定了。,1
2970,中信银行的恒定收益基金让我满意，预期收益大概在6%左右，还不错，关键是相对稳健，适合稳妥型投资者！,1
2971,招商银行的信用卡还款真心麻烦，我上个月因为忘了还，逾期了几天，结果被罚了几十元，真是不划算！,0
2972,以前听说平安银行的尊贵理财产品收益不错，但具体数字我不太清楚，所以还是得多问问身边的朋友。,2
2973,农行的定期存款利率居然有3.75%，这在当前市场上算是不错了，虽然不能随时取出来，但也能保障我的本金。,1
2974,我在招商银行办的一款理财产品，收益真的很可观，之前宣传的年化收益率达到了4.5%，非常满意！这次投资7000元，感觉赚到了一笔！,1
2975,农行的信用卡真心不推荐，前期申请的时候说好额度1万，结果到账后才审批到8000，信息不透明，太让人失望了！,0
2976,我在平安银行开了个年轻人专属账户，享受了95%的利率，体验还可以，但就是办理的时候等了太久，整体感觉还算不错。,2
2977,建设银行的理财通真的很方便，随时可以随心所欲提现，上个月我的收益达到了600元，觉得这产品做得非常好！,1
2978,中信银行的投资基金费用有点高，总是看着利息一慢半拍，收益还不如我自己低风险理财的高，心里有点失落。,0
2979,我最近用招商银行的定期存款，利率真心不错，2年期居然有3.25%的年利率，这个收益算是比较高的了，值得推荐！,1
2980,前几天去建设银行办理了信用卡，结果他们竟然说需要提供很多额外的资料，还要等几个星期才能审核，真是浪费时间，感觉服务太差了。,0
2981,农商银行的理财产品我觉得还挺划算的，之前买了一款“稳健理财”，年化收益率达到了4.5%，看着收益慢慢增加，心里挺美的！,1
2982,我在光大银行的信贷产品申请了好几个月，利率偏高不说，审核还特别慢，资料准备得我心累，真的是不想再碰他们的贷款了。,0
2983,交行的买房贷款流程还算简单，基本材料只要身份证和收入证明，额度严谨，我申请的50万利率也算正常，就是审核时间还是有点久。,2
2984,中信银行的“心怡存”产品收益真的不错，年利率达到4.5%，我存了5万块，居然一个季度就能拿到562.5元的利息，超划算！不过就是到账慢，还是要耐心等。,1
2985,建行的“定活两便”真的让我有点失望，利率只有3.2%，而且还不得不把钱锁半年，这样的灵活性根本不够，感觉白白浪费了资金。,0
