id,text,class
8050,广发的理财产品真让人失望，收益只有3%，还不如买国债，感觉被误导了，这样的产品以后也不想碰了。,0
8051,我申请了工商银行的定期存款，收益率能到3.5%，今天已经入账，心情不错，就是最低存款需要1万，有点小贵，不过还是值得的。,1
8052,我用的兴业银行的信用卡积分兑换机制真的是很方便，每刷1元就可以得1个积分，积累了一段时间换了个电影票，很开心！,2
8053,之前在建设银行办的理财产品，承诺的年化收益是4.2%，结果到账时却只有3.8%，真是让我失望，感觉像被忽悠了。,1
8054,有朋友推荐了农行的贷款，利率还算合理，流程不复杂，感觉还是可以接受的，不过审贷时还挺严，可以提前准备相关材料。,2
8055,招商银行的购房贷款真的是拉低了我的心情，利率居然高达5.6%，感觉这个市场真的是越来越难了！,1
8056,最近用建设银行的消费信贷产品，利率确实挺低的，只要年化利率4.5%，而且申请也方便，直接在APP上搞定，就是额度核实的速度慢了点，等待时有点紧张，整体体验还算不错，所以给予积极评价。,1
8057,用中国银行的黄金投资产品感觉不太好，投资回报率不如他们宣传的高，年化收益大概也就是3%吧，我觉得有点失望，希望他们能改善，给人的感觉就是打着黄金的名号，实则不那么划算，就给个消极评价吧。,2
8058,我最近进行了招商银行的定期存款，利率大概在2.75%左右，还算可以，存期为一年。虽然目前市场利率普遍不高，但这个相对比较稳定，适合保守型的朋友，给个中立评价。,3
8059,邮储银行的信用卡优惠刺激了我好几次消费，满300减50，简单好用，不过额度有点小，给了我2000的额度，让我在大额消费时会很忐忑，总体上还是不错的，所以我觉得可以给个积极评价。,4
8060,交行的基金投资平台这段时间操作起来稍微有点复杂，虽然收益率在6%左右，但就是操作流程有点繁琐，设置定投的时候老是卡顿，有些不友好，给个中立评价，希望他们后期能改进界面和体验吧。,5
8061,我觉得中信银行的定期存款利率真的不错，现在居然能上到3.5%！比大多数银行都要高，存个一年收益还不错呢！,1
8062,一直用的建设银行的借记卡，结果每个月都被收取6块钱的账户管理费，感觉真的没必要，特别烦人。,0
8063,我用的是招商银行的瑞卡，最近申请了5000的额度，居然一个星期后就提到了8000，赞赞的，果然招行的提额速度就是快！,1
8064,我不知道你们的体验怎么样，但我最近在兴业银行办的信用卡，之前承诺的免年费结果还是要交，感觉有点失望。,2
8065,别看中国银行的信用卡额度高，使用起来却各种限制，申请分期时总是要求提供繁琐的资料，真是心累。,0
8066,我参加了建设银行的“快速存款”理财产品，年化收益率竟然有3.5%，感觉还挺划算的，客服也挺热情的，推荐一下！,1
8067,光大银行的信用卡消费返现真让人失望，返现比例只有0.5%，感觉不如其他银行的卡，真心失败。,0
8068,我最近开了招商银行的定期存款，利率在2.25%左右，收益中规中矩，而且自由支取也比较方便，还是个不错的选择。,2
8069,农行的“活期宝”收益连着几个月都在上升，现在已经达到3.0%了，终于让我觉得活期也能有点用处，挺满意的！,1
8070,我办的浦发银行的信用卡竟然收年费，超烦人的，我消费了也没到免年费的标准，感觉不太值，真是有点失望。,0
8071,我在农行买了个定期存款，利率4.2%，感觉还不错，虽然比不上一些互联网银行，但安全性高啊，心里踏实！,1
8072,交通银行的信用卡真心不行，申请了半年，额度才5000，感觉提额希望渺茫，想发个贴问问大家有没有其他更好的卡推荐。,2
8073,我在招商银行买的理财产品，号称年化收益6.5%，实际到手才5%，真是有点失望，觉得广告打得太夸张了。,0
8074,建行的房贷利率挺低的，买房时选的是4.5%，还算不错，至少比很多银行都划算，感觉这笔贷款不会太捉襟见肘。,1
8075,用了中信的卡快一年了，虽然偶尔会有点小问题，但整体服务也算中规中矩，能满足我日常消费，没啥特别想吐槽的。,2
8076,0 我觉得兴业银行的个人贷款真的体验得不怎么样，申请了两个月也没消息，客服电话打了无数次，最终得到的答复是“正在审核中”，这让我心里很不爽，真希望他们能提高效率。,1
8077,1 我申了招商银行的存款宝，收益率不错哦！16万存了一年能有5500块的利息，这个比我之前的定期存款还高，简直太棒了，看来我终于找到一个合适的理财产品了！,2
8078,2 看到有人谈到工商银行的ETC，感觉还挺方便的，刷车直接扣费，不用再排队缴费。就是不清楚优惠力度怎么样，听说用卡的话有时候能打折，我还在研究中。,3
8079,1 最近在中国银行办了一张信用卡，额度给的很不错，5000元，首年免年费，刚激活就有活动返现，消费100减20，我觉得这个活动抓得很好，消费体验变得更愉快了！,4
8080,0 真的不理解为什么我申请的平安保险，等了快一个月都没有进展，客服每次都说“请再耐心等候”。这个服务质量实在是让人接受不了，感觉没啥保障，也让我对他们的产品有点失望。,5
8081,我之前在招商银行办过一款定期存款，结果利率才2.5%，感觉真是太低了，连通货膨胀都抵挡不住，真失望。,0
8082,我觉得交行的信用卡真不错，额度直接给了10万，而且还送了个200元的加油券，真是太划算了，推荐大家办一张！,1
8083,我在浦发银行申请了个基金投资产品，收益率大概是6%左右，虽然不算很高，但也还行，风险也相对小。,2
8084,中信银行的负利率贷款我觉得超划算，年利率仅有3.5%，每月还款压力小，确实可以解燃眉之急，满意！,1
8085,体验过工行的理财产品，结果收益真心不怎么样，线下的理财师感觉也不太专业，建议大家谨慎选择。,0
8086,我刚用招商银行的荣耀卡，积分确实不少，消费满500还能拿到100元的红包，真是划算！感觉挺不错的。,1
8087,工商银行的定存利率真是太低了，才3.5%，我存了10万，利息也就3500，感觉不划算，希望能涨点。,0
8088,这段时间使用了中信银行的信用卡，额度还行，消费都是给积分兑换的，但兑换的商品选择不多，有点失望。,2
8089,建行的活期宝利率比传统活期高，存10万也能收个利息，觉得比较划算，手上有闲钱可以试试。,1
8090,邮储银行的贷款审核真的慢，提交申请后居然等了两周才有结果，期间打了好多电话，也没啥进展，真心不想再用了。,0
8091,我觉得农业银行的“阳光存款”真的不怎么样，年利率才2.5%，而且灵活性差，真心不值。,1
8092,我和建设银行办的信用卡真是个大坑，额度才一千多，结果买点东西都得分期，真的感觉被绑住了，利息还特别高，后悔死了。,0
8093,中信银行的理财产品还不错，收益率大概4%上下，还不错，适合稳健型的投资者，虽然没特别高的回报，但风险也小，算是中立吧。,2
8094,最近在招商银行投了个基金，收益率现在看涨了15%，感觉蛮不错的，经理推荐的产品还挺靠谱，值得继续关注一下！,1
8095,我贷款在平安银行申请的，跑了几次，但审批效率太慢了，打完客服电话还是没有结果，简直无语，真心觉得很不满意。,0
8096,这家工商银行的个人贷款额度很不错，我申请的产品编号是XY123，利率也算合理，虽然材料准备上有点麻烦，但额度达到了20万，我还是很满意的！,1
8097,最近用了建设银行的定期存款产品，利率3.5%，收益算得上还不错，投资了5万元，预期收益能有1750元，感觉还行，毕竟这个市场上也不会有太多好的选择了。,2
8098,在招商银行办的信用卡，额度3000，我发现消费积分真的挺划算，每次购物积分都能累积，年底还能兑换些小礼品，总体体验还不错，推荐给大家！,3
8099,我在交通银行办理的车贷产品，编号是LT456，利率低到3.9%，每个月还款也不算压力，感觉这个选择真是明智，省的利息算下来能多省几千块，赞一个！,4
8100,我觉得中信银行的房贷产品是有些坑的，申请了30万的贷款，结果被告知需要交各种手续费，最后实际到账的也就28万，心里有点不爽，尽量再考虑一下吧。,5
8101,中行的存款利率还挺高的，最近一段时间存了一年期的定期，年利率居然有3.5%，真的不错，推荐给大家试试！,1
8102,这次去农行办信用卡，真是遭了！申请了快一个月了，状态一直在审核中，真心有点失望。,0
8103,看到招商的基金最近表现还不错，收益率达到了8%，可惜我没投资，只能看着别人赚了。,2
8104,兴业银行的理财产品真心不错，我给我爸买了个3年的产品，年化收益居然有4.2%，感觉非常划算！,1
8105,在平安银行买了的保险，结果出险的时候理赔速度慢得让人生气，等了快三个月才拿到钱，彻底失望了。,0
8106,这年头，招商银行的定期存款利率真低呀，居然才2.5%！感觉不如把钱放在余额宝里，至少还能灵活取用。,1
8107,我刚刚申请的平安保险的理财产品，真是糟糕，收益连预期的70%都不到，真是各种坑！我以后不会再碰了。,0
8108,我在北京银行的信用卡额度还不错，7500元，虽然不算特别高，但是平时用起来也很方便，消费也很安全。,2
8109,建行的房贷利率还不错，刚申请的新房贷利率是3.6%，比我朋友的4.2%低很多，真的感觉赚到了！,1
8110,兴业银行的短期理财产品真是让人失望啊，收益率不过年化4.2%，也不知道投资回报到底在哪里，感觉更像是放水。,0
8111,我刚在建设银行办了个理财产品，预期年化收益率居然有4.5%，真给力，觉得还是值得的！,1
8112,我觉得招商银行的信用卡手续费真是太高了，每年都不给我什么优惠，真是让我心累。,0
8113,浦发银行的个人贷款利率很低啊，我申请时利率只有3.5%，感觉很划算，赞一个！,1
8114,听说交通银行的房贷利率有点下调，但我个人感觉影响不大，还是要看每个人的实际情况吧。,2
8115,我在光大银行买了个保险，结果理赔的时候各种推诿，真是让我失望了，白交了保费。,0
8116,我在招商银行买的财富管理产品，年化收益率竟然有5.5%，感觉还不错，最近又有分红，让我对这个产品更有信心了。,1
8117,中国银行的信用卡申请体验真糟糕，竟然申请了两次都被拒绝，重创我的信用分，不知道到底是什么原因。,0
8118,在平安银行开的定期存款，利率大概是3.3%，虽然还不错，但不知道相比其他银行怎么样，听说有的银行的利率更高。,2
8119,建设银行的基金投资产品我觉得挺划算的，最新一期的收益率达到了8%，朋友们也都在推荐这个，心里满是期待！,1
8120,农行的信贷产品流程太繁琐，申请了好几周还是没消息，真让我感到无奈，想要的额度也还没下来。,0
8121,我最近在建设银行开了个定期存款，利率还不错，年利率达到了3.5%，不过感觉利息不是那么丰厚，总体就一般。,1
8122,前几天申请了招商银行的信用卡，额度给得还不错，1万块，平时用着也方便，感觉使用体验还挺好，希望后期能多多送点福利！,2
8123,中信银行的活期存款利率感觉不太理想，才0.3%，很难有存款的积极性，真希望他们能提升点收益啊，不然都不想把钱放那了。,3
8124,工商银行的理财产品真的挺可靠的，年收益能到4%，而且风险低，虽然流动性差点，但我还算满意，钱放着也安心。,4
8125,我在农行买了份基金，收益波动挺大的，刚开始的时候波动不小，有点后怕，但现在慢慢回升了，总体来说还是一种中立的感觉吧，看它以后的表现吧！,5
8126,1 我在建设银行开了个理财账户，最近收益还挺不错的，年化利率能达到4.5%，虽然比起定期存款稍微低点，但是灵活性很高，随时可以提取，真心觉得不错！,1
8127,0 刚办的工商银行信用卡，结果竟然把我的额度压得很低，才3000元，真是郁闷，每次购物的时候都得小心翼翼，心里特别不舒服，感觉不够用！,2
8128,2 中行的定期存款利率现在是3.2%，利息还不错，就是到账时间有点慢，让我在股市波动时很无奈，算是个保守的选择吧，暂时就这样吧。,3
8129,1 昨天在招商银行办了一款阳光理财，收益给力啊，月息2%还挺好！而且客服态度也特别好，耐心解答我的各种问题，给个好评！,4
8130,2 农行的车贷申请流程有点繁琐，虽然最终给了我贷款，但我等了快一个月，心情还是有点复杂，利率倒是挺低的，整体体验一般吧。,5
8131,我在招商银行办理的理财产品收益还不错，最近一次的利率达到了4.5%，感觉得利息比存款高多了！,1
8132,纯粹是浪费时间，去建设银行申请信用卡，结果审核了半个月，最后竟然被拒绝了，心累！,0
8133,这个月我试了一下兴业银行的基金定投，起投门槛比较低，就几百块，感觉还挺合适的，慢慢试试也无妨。,2
8134,农行的定期存款真心不错，3年期的年利率居然达到5.25%，比很多地方都高，储蓄的感觉太舒服了！,1
8135,我之前在中信买的保险，结果理赔时候真是一波三折，打了无数电话也没结果，失望透顶！,0
8136,我在招商银行办了个定期存款，利率0.75%感觉还可以，临近到期了比较期待收益呢。,1
8137,工行的信用卡体验真差，明明有额度却老是被拒，真让人气愤！,0
8138,有谁知道兴业银行的基金定投收益怎么样？听说最低每月100元就可以开始。,2
8139,我在建设银行买的理财产品，收益年化5.2%，每月都能看到收益入账，心情不错！,1
8140,之前申请中信银行的贷款两个月了，还没下下来，客服打电话也推来推去，真是无奈。,0
8141,农行的定期存款利率还算不错，现在好像是2.5%左右，不过额度也不算高，像我存了5万，利息也就1250块，感觉还要多等一年才能见到结款，还是有点焦虑啊。,1
8142,我之前在中信银行买了他们的理财产品，收益好像说是4.2%，但实际到手的感觉总是少了点，客服态度也不如预期，有点失望。,0
8143,招行的信用卡申请流程挺简单的，听说他们的积分还能兑东西，虽然我用的不是特别多，感觉也就那么回事，没什么特别的惊喜。,2
8144,平安银行的新手理财产品真心不错，我投了1万，年化收益率居然有5.0%，感觉这些年辛苦存的钱终于能见点光，心里美滋滋的。,1
8145,之前在建行开了个账户，觉得他们的网银操作有点繁琐，不如其他银行的直观，转账还收费，有点心累，有时候也希望能快点改进！,0
8146,最近我用建设银行的定期存款产品，利息还算不错，年利率达到2.75%。我存了三十万，一个月下来也有六百多块的收益，感觉还不错，支持一下！,1
8147,招商银行的信用卡真是不错，办卡后送了果汁饮品券，能省不少钱。不过每个月消费一万，才给我返现50块，觉得还是蛮少的！,2
8148,我在中行的个人消费贷款还了好久了，利率高得令人发指，竟然达到了9.6%！借了五万，结果每个月都要还八百多，真的是心累。,0
8149,农行的存款宝最近收益提高了，想要在这存点闲钱尝试一下，你们觉得安全吗？现在年利率4%多，听说比固定存款还高，有点心动了！,1
8150,之前问过浦发的基金定投，客服态度尚可，但是我还是觉得可以再多提供一点市场分析的资料，感觉投资信息不够透明，支持的产品也不够多样。,2
8151,招商银行的理财产品让我赚了不少，我买的那款年化收益率竟然有4.5%，真心不错，推荐给大家！,1
8152,工行的信用卡真是坑，额度才3000，消费一下就被降了，客服态度还特别差，心里一万头草泥马啊！,0
8153,说实话，中信银行的存款产品利率一般，虽然比定期强点，但跟别的银行比还是没优势，选择性存款的时候就得仔细考虑。,2
8154,农行的购房贷款办理得很顺利，利率仅2.75%，还享受了浮动利率优惠，感觉真是解决了我大问题，心情美美哒！,1
8155,这几天收到平安银行的保险推销，什么意外险都让我买，听完他们的讲解后只能说，真心觉得不值得，服务态度也让人失望。,0
8156,我试过招商银行的存款宝，利率还不错，额度最高能到50万，日利率差不多0.3%，这个收益还算可以，但体验上没啥特别的感觉。,1
8157,农行的优选理财产品我觉得还挺划算的，年化收益能达到4.5%，虽然有点锁定期，但是总体回报还是不错的。,1
8158,别碰光大银行的信用卡，客服态度简直差到家，申请了半天也不给通过，还总是要求我补资料，浪费我时间。,0
8159,交通银行的房贷利率挺正常的，6.1%，首套房还行，但就是办贷款的时候感觉他们总是问这问那，烦得很。,2
8160,我真的不懂中信银行的消费贷，提前还款竟然还要收手续费，不合理吧？我明明是为了节省利息，结果还得多花钱，真是醉了。,0
8161,中信银行的“青年理财计划”真的不错，利率达到了5.5%，让人觉得很划算，存一万一年能有五百五十块的收益，超值！,1
8162,交通银行的“智能投资计划”让我失望了，收益不到2%，感觉完全不如预期，还有手续费，一年下来基本没啥赚头。,0
8163,我在建行办了个“定期储蓄”，最低存款5000，利率还好，但就是流动性差，要锁定一个月，有点犹豫要不要继续。,2
8164,工商银行的“灵活存款”真心推荐，随存随取利率也不错，现在好像是4.2%，我每次都能拿到几百块的利息，非常满意！,1
8165,招行的信用卡体验很糟，额度特别低才五千，申请了个“白金卡”结果还是没有提升，很沮丧，可能以后不再申请了。,0
8166,之前在建设银行办理的“灵活存款”，利率还不错，满期之后的收益达到了3.5%，很满意，反正随存随取，挺方便的。,1
8167,在招商银行办的“车主贷”，真心觉得坑！利率竟然高达8%，还要额外手续费，贷了10万，最后还了11万多，太贵了，大家谨慎！,0
8168,说实话，我用过工商银行的“财富管理”，感觉中规中矩，收益和服务都不突出，也没什么惊喜，偶尔会有活动，但其实一般。,2
8169,好开心！在农业银行的“定期存款”上放了50万，年利率上升到4.2%，比我想象的要高，真心很划算，大家可以考虑！,1
8170,之前申请过平安银行的“信用卡”，结果真的审批不下来，居然说我有不良记录！我明明按时还款，真的是搞不懂，心里很不爽。,0
8171,交通银行的乐享卡真不错，虽然门槛稍高，有点小杂七杂八的费用，但首年免年费，支付的积分也可以折现，感觉一年下来还挺划算的！,1
8172,工商银行的智能存款产品利率不算高，7天的定期只有1.5%，不过随时可以取出，算是比较灵活的选择，适合紧急用钱的时候。,2
8173,建行的理财产品包装得很好，虽然收益率只有4%，但至少保障了本金，作为防通胀的方案可以考虑下，心里也踏实，挺耐心的。,3
8174,招商银行的房贷利率一开始是3.8%，后来规定不得低于基准，感觉好像一不小心就得多花不少利息，虽然房子买了，心里还是有点不舒服。,4
8175,中信银行的信用卡用起来还行，分期还款利息不是很高，尤其是申请的汽车日常开销分期，利率只有0.58%！感觉车子买得值了，心里有底。,5
8176,前几天去工商银行办了个定期存款，利率3.5%，还算不错，不过等到取钱的时候就得等满一年，心里总有点儿不踏实。,1
8177,我在招商银行申请信用卡，结果审了一个多月，客服也不回复，让我心情都差了，感觉他们处理效率真低。,0
8178,汇丰银行的基金天天涨，近期回报率竟然达到了15%，我都乐坏了，看来还是要多关注一下市场动态！,1
8179,我最近在建设银行的理财产品上投了十万，年化收益率在4.2%左右，还算合理，准备看看后期的表现。,2
8180,你们说中信银行的贷款利率太高了吧？我申请的时候给我报了7.5%，听说同行的都比他们低，不知道有没有其他朋友觉得不满意。,0
8181,招商银行的信用卡真不错，消费满500元还是可以免年费的，这让我感觉很划算，额度也给了我一万五，哈哈，推广活动真心不错！,1
8182,建设银行的理财产品收益很低，最近买的那款只能给个3%的收益，感觉不值，还是看其他银行的理财更好！,0
8183,工商银行的定期存款利率挺高的，我存了两年，年利率有4.25%，比大多数银行都强，手里的钱稳稳地增值了！,1
8184,交通银行的基金定投产品真是让人纠结啊，最近市场波动大，我选择的是股票型基金，风险有点高，收益却也不知道会怎样。,2
8185,我以前申请浦发的信用卡被拒了，好失落，听说这个卡还挺有优惠的，不过看来我还是要静下心来提高自己的信用分了。,0
8186,我在招商银行办的定期存款，利率高达3.5%，觉得还挺划算的，资金流动性也不错，存一万大概半年能赚175，还是挺满意的。,1
8187,刚体验了建设银行的理财产品，收益率在4.2%左右，服务态度也不错，感觉还是值得尝试一下的。,2
8188,前几天申请了广发银行的信用卡，结果居然让我等待了一个多星期才审批通过，太慢了，真有点失望。,0
8189,兴业银行的消费贷款真心方便，额度也还不错，审核速度很快，基本上提交申请后就能在24小时内到账，赞一个！,1
8190,我也去尝试过农业银行的余额宝，收益每天都有更新，虽然不算太高，但灵活性很好，随时想取就能取，适合我这种不想被绑的用户。,2
8191,我在招商银行办了个定期存款，利率居然有3.5%，还可以随时取，不错哦！,1
8192,这几天在光大银行申请的信用卡终于下来了，额度1万，但说好给我发卡还是没动静，急死人了！,2
8193,工商银行的房贷利率真是高得离谱，刚查了一下，居然是4.9%，心疼我的钱包啊！,0
8194,农行的随鑫存真不错，灵活取款又有利息，真心觉得比活期强多了，利率也比大多数地方高！,1
8195,刚转了华夏银行的信用卡，反正也没用过，再看看吧，额度还行，不过有点低就是了。,2
8196,我这次在平安银行申请的“平安口袋贷”，额度给得蛮高，达到了5万，利率还算合理，月供也不多，感觉还是可以的，方便快捷。,1
8197,昨天去建设银行办理了“定期存款”，利率居然能达到2.5%，比我想象中高不少，工作人员态度也不错，感觉挺满意的。,2
8198,农行的“工资卡”真是方便，每个月工资到账得特别准时，直接在手机上就能看到账户动态，就是有时候自动转账要等一段时间，稍微不太方便。,2
8199,中信银行的“信用卡”办下来很顺利，额度有1万，消费返现政策也挺好，像我这种爱购物的人简直是福音！,1
8200,不过是招商银行的“家装贷”，申请过程真心复杂，还要跑腿找各种证明材料，感觉效率低下，真是让人失望。,0
8201,中信的京东白条真不错，购物方便，额度高，我一开始给的额度是5000，现在提到了1万，返现活动也挺多的，真是省钱利器！,1
8202,招商银行的消费贷款利率太高了，年利率竟然有18%，虽然借款方便，但一想到还款压力就不怎么想用了，个人觉得不划算。,0
8203,我用了平安银行的慧赚存款，不到1万的存款居然能享受4%的利率，这在存款产品里算不错了，比大部分银行的定期利率都高，强烈推荐大家试试！,1
8204,农行的投资基金表现一般，最近投资的基金收益波动很大，期待长期能有好的回报，但现在还在观望中，感觉复杂。,2
8205,中国银行的信用卡真是坑，申请了皮卡后办了几个月，结果发现首年免年费的条件好复杂，要消费好几万才行，结果就让我失望了！,0
8206,招行的理财产品真不错，月利率居然达到5%，而且申购门槛低，心动不如行动！,1
8207,最近在工行买的基金收益太差了！都没涨一点，感觉亏了一点食欲啊，果然不是所有的投资都有惊喜。,0
8208,这个建行的信用卡积分活动好麻烦，积分换礼品要633个，感觉每次消费都不够累积分。,2
8209,中信的车贷申请速度超级快，前天申请今天就放款了，利率也合理，真的帮我省了不少时间！,1
8210,农行的定期存款利息还行，3%的年利率，虽然不高但总比把钱放着不动要好，感觉中立就是这样吧！,2
8211,1 我最近在招商银行开了个“智能存款”产品，利率竟然能达到3.5%，真的是超划算，感觉比很多定期存款都好，推荐大家试试！,1
8212,0 我用光大银行的借记卡提现，手续费特别高，大约3块钱一笔！感觉真不划算，以后还要多考虑一下这个银行的产品了。,2
8213,2 看到农业银行的“稳盈宝”理财产品，收益还行，年化利率大概4.0%，不过门槛有点高，感觉像是给有钱人准备的。不过希望更多人可以参与吧！,3
8214,1 最近办理了建设银行的信用卡，额度给了8千，虽然不算多，但还挺满足的，毕竟我之前的卡都是一千！服务态度也很好，推荐大家申请！,4
8215,0 中信银行的购房贷款，利率明明是4.9%，但实际审批下来的却是5.2%，觉得很不划算。已经找了客服确认过，但他们也不愿意调整，真是头疼。,5
8216,我申请了招商银行的“添利宝”，年化收益竟然有4.5%，感觉挺划算的，虽然取出有点麻烦，但看着收益还是蛮开心的！,1
8217,农行的“黄金存款”真的是坑，才存了三个月，收益就没多少，手续费还挺高的，真心觉得不值！,0
8218,最近听说中行推出了“理财大师”，对我这种小白来说，产品种类太多，感觉有点迷茫，不知道该选哪个。,2
8219,有一次我买了平安银行的“稳健型理财”，期限一年，居然给了我6%的收益，真的很满意，以后还想继续投资啊！,1
8220,工行的“信用卡分期”真是让人无奈，利息太高了，分期付款之后，反而要还更多的钱，真不划算！,0
8221,工行的“收益宝”理财产品真的是不错，理财经理承诺年收益能达到4.5%，虽然这收益听上去很吸引，但我还是有点担心，毕竟收益也不稳定，谨慎点比较好。,1
8222,建行的“定活宝”灵活存取真的很方，虽然年利率只有2.1%，但存款随时可取，感觉像是随时有个小钱包在身边，心里也挺踏实的。,2
8223,招行的信用卡真的是方便又好用，积分每年兑换礼品，虽然我兑换了一个普通的数码产品，但感觉还是很开心，尤其是积分累计得太快了，真不错！,3
8224,中行的“尊享理财”让我感到有点失望，虽然说投资门槛低，但预期收益只有3%，跟其他银行相比真的是没啥竞争力，觉得要多看看别的银行的产品。,4
8225,农行的“存款宝”利息还是可以的，年利率能有4%，不过流动性有限，要提前支取还扣罚金，建议有闲钱不用急用的可以考虑下这个产品。,5
8226,工商银行的理财产品收益真的不错，我买的那种一年期的，年化利率能达到4.5%。感觉比存款划算多了，真是来对银行了！,1
8227,农行的信用卡额度实在是太低了，才给了我3000块，还要看我的流水。申请了三个星期结果还是这样，我觉得我受伤了！,0
8228,我最近开了一个交通银行的定期存款，利率虽然是0.3%，但毕竟比活期强，真是个稳妥的选择，心里也踏实，还是个不错的选择吧。,2
8229,中信银行的短期理财产品也挺赞的，起点低，十万块的存入可以享受5%的收益，真心觉得划算，简直是懒人理财好选择！,1
8230,招商银行的存款证明申请太麻烦了，流程复杂得我都快放弃了，客服态度虽然还好，但是就是不行，申办到现在都没见到，真是崩溃。,0
8231,我最近在中国银行开通了理财产品，收益真不错，年化利率达到4.5%，感觉比很多定期存款都好，准备再投点进去！,1
8232,以前在建行办的信用卡额度一直很低，申请了好几次都没提升，真让人失望，这样下去我都不想继续用了！,0
8233,农行的房贷利率还算稳定，最近在看房子的时候觉得利率不高，申请流程也没什么太大问题，还是中规中矩的体验。,2
8234,交通银行的活期理财产品还不错，最近还收到了一笔40元的收益，虽然不多，但闲钱放着也能增值，感觉还是值得的！,1
8235,我在招商银行办的信用卡竟然扣了我一笔年费，明明说好免年费的，花了那么多时间打电话客服，真心累，可能不再续卡了！,0
8236,中信银行的存款产品真心不划算，年利率才1.5%，这点收益根本抵不上通货膨胀，感觉血亏了。,0
8237,最近办理了招商银行的信用卡，居然送了600元的额度，真心很不错，刷卡还有积分返利，感觉非常划算呀！,1
8238,交行的定期存款利率算是中规中矩，3年期的年化利率是2.75%，不高也不低，随便存着用也不错。,2
8239,申请了建设银行的消费贷款，额度给到10万，利率也在我可接受的范围内，感觉轻松解决了短期资金问题，很满意！,1
8240,华夏银行的理财产品风险太高了，收益还不稳定，一直在跌，真是让我失望，感觉资金不安全。,0
8241,华夏银行的定期存款利率还不错，我刚存了5万元，利率是3.5%，一年下来利息也能有1750元，感觉还可以，支持一下！,1
8242,最近使用了中信银行的信用卡，额度真的很高，有3万元，刷什么都能积攒积分，感觉超值，消费的时候心里也踏实。,2
8243,我在招商银行开的理财账户，刚结息发现收益只有2.2%，真是失望，太低了，这种收益根本对不起我的本金，果然不如网上说的那么好。,0
8244,农行的投资理财产品挺多的，但我看过几个，风险等级都不一样，具体收益也没啥特别，比较适合稳健型的朋友，我还是得仔细挑选一下。,2
8245,建行的个人住房贷款利率真的很划算，我今年申请的贷款年利率4.3%，这让我轻松了不少，感觉生活压力小了很多，赞一个！,1
8246,前几天在中行办了一张定期存款，这个利率真不错，三个月的年化收益可以达到3.5%，比其他银行都高，感觉赚到了！,1
8247,最近在建行申请了信用卡，额度一开始是5000，提额后到8000了，真心觉得他们的服务不错，申请过程顺利，期待能再提更高！,1
8248,工行的某款理财产品，收益率宣传是4.2%，结果实际到账才3.8%，有点失望，不知道是不是我没选对产品。,0
8249,我尝试在平安银行买了基金，整体表现还行，虽然短期来看波动不小，但长期投资我觉得还是有潜力的。,2
8250,中信银行的消费贷款额度给的很足，申请后马上就到账，享受了购物的乐趣，利率也相对较低，真是不错的体验！,1
8251,最近在光大银行存了一年定期，利率是3.2%啊，还不错，虽然没什么惊喜，但也不算太差，就是各类手续有点繁琐，办理时等了半天才搞定，感觉有点不爽。,1
8252,我在招行办的基金投资，结果收益一直下滑，现在刚好亏了一点，真的是不想再投了，感觉风险太大了！希望他们能改进产品，真的不想再受这种折磨。,0
8253,之前在平安银行开的理财产品，预期年化收益6%噢，现在做了几个月，收益也还不错，虽然比起其他行略低，但服务很好，客服也很耐心。,1
8254,用招商的贷款产品，利率在4.5%左右，跟朋友说了一下，很多人表示也有在用，毕竟大行就是稳。这种产品就是踏实，虽然能省点钱，但没什么惊喜。,2
8255,有些小伙伴在兴业银行的信用卡分期贷，负责的客服态度超级差，找他们总是推来推去，感觉办卡的初衷都被这种服务破坏了，真心失望，绝对不想再碰这种情况。,0
8256,我用的是招商银行的“招行E贷”，利率还不错，年利率只有4.5%，感觉真心划算，大家可以考虑一下，借款额度也挺高，最高30万呢！,1
8257,最近用了中国银行的“长征存款”，利率感觉一般，就2.25%，只支持定存，个人觉得不是很划算，年限还得三年，唉，有点失望！,2
8258,农行的“灵活定期”我觉得还可以，虽说利率只有3.0%，但可以随时支取，算是个不错的选择，适合我这种不喜欢锁钱的人。,2
8259,我真的不太喜欢邮政储蓄的“邮储信用卡”，申请的时候出了很多问题，审核也特别慢，关键是额度居然只有5000块，真是不满意。,0
8260,最近办理了建设银行的“快贷”，居然当天就放款了，利率也不高，只有5.2%，感觉办卡和贷款都很方便，以后还打算多用！,1
8261,建行的定期存款利率真心不错，4.0%的年利率，感觉钱放在那边也能赚点小钱，推荐给大家。,1
8262,中信的信用卡真是坑啊，我的积分一直没法到账，打客服也没个说法，实在等不及了，十分失望。,0
8263,招行的理财产品额度和收益都还不错，就是门槛有点高，咨询了一下最低要1万元，有点不太划算。,2
8264,我用的浦发银行的手机银行，功能挺全的，转账也方便，几秒就到账，使用体验杠杠的！,1
8265,交通银行的房贷利率真的不友好，几年下来都还觉得压力大，一直在寻找其他更好的选择。,0
8266,这次农业银行的定期存款产品让我挺满意的，利率高达4.5%，而且也没有什么复杂的手续，感觉比我之前在其他银行的体验好很多，真心推荐给大家！,1
8267,中信银行的信用卡积分活动感觉有点鸡肋，每次刷卡才能积分，抵现时的比例还低，非常失望，我还是更喜欢直接的返现啊，0！,2
